what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263393197543
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.RunLast",1263393216114
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263393216148
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263393217746
started,bundle,org.eclipse.mylyn.java.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.java.ui",1263393235990
started,bundle,org.eclipse.pde.api.tools,1.0.101.v20090714,"org.eclipse.pde.api.tools",1263393236035
started,bundle,org.eclipse.pde.api.tools.ui,1.0.101.v20090820,"org.eclipse.pde.api.tools.ui",1263393236037
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263393246900
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263393249136
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263393249339
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263393252293
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1263393254307
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263393255246
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263393263269
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263393263413
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1263393286537
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1263393294077
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263393303484
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263393310475
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1263393312782
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263393315060
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263393315259
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1263393320250
started,bundle,org.eclipse.mylyn.java.tasks,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.java.tasks",1263393320338
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263393321142
